run_id,timestamp,window_start_epoch,window_start_iso,window_end_epoch,window_end_iso,knob_name,knob_value,model,precision,kv_cache_strategy,decoding_algorithm,concurrency,isl_mean_configured,osl_mean_configured,reasoning_effort_configured,observed_input_len_avg,observed_output_len_avg,reasoning_effort_observed,ttft_ms_avg,ttft_ms_p50,ttft_ms_p90,ttft_ms_p99,itl_ms_avg,itl_ms_p50,itl_ms_p90,itl_ms_p99,tps_per_user,tps_aggregate,latency_per_output_token_ms,request_latency_ms_avg,request_latency_ms_p50,request_latency_ms_p90,request_latency_ms_p99,request_throughput_rps,tat_s_avg,tat_s_p50,tat_s_p90,tat_s_min,tat_s_max,cpu_util_pct_avg,cpu_util_pct_max,ram_used_gib_avg,ram_used_gib_max,gpu_util_pct_avg,gpu_util_pct_max,vram_used_gib_avg,vram_used_gib_max,kv_cache_usage_pct_avg,kv_cache_usage_pct_max,kv_cache_hit_rate_avg,kv_cache_hit_rate_max,genai_perf_csv_path,genai_perf_manifest_path,harness_summary_path,harness_sessions_csv_path
concurrency-1-9b84ce57,2026-07-23T14:40:29Z,1784817629.8802896,2026-07-23T14:40:29Z,1784817827.2229133,2026-07-23T14:43:47Z,concurrency,1,Qwen/Qwen3.6-27B-FP8,fp8,paged_attention+prefix_caching,greedy,1.0,200.0,200.0,off,206.2,199.9,off,137.54,137.94,138.37,138.42,59.58,59.48,59.8,60.0,16.78,16.67,59.58,11990.54,12032.53,13073.52,13795.97,0.08,23.320999999999998,23.320999999999998,23.472200000000004,23.258,23.384,2.6271590909096174,4.545454545447939,7.621001052856445,8.015388488769531,92.5,100.0,38.646484375,38.646484375,2.0207253886010332,2.590673575129532,0.033365074664702135,0.17733967263270614,experiment-cli/results/genai-perf/concurrency-1-9b84ce57/concurrency1/Qwen_Qwen3.6-27B-FP8-openai-completions-concurrency1/profile_export_genai_perf.csv,experiment-cli/results/genai-perf/concurrency-1-9b84ce57/manifest.json,experiment-cli/results/agent_harness/concurrency-1-9b84ce57/summary.json,experiment-cli/results/agent_harness/concurrency-1-9b84ce57/sessions.csv
concurrency-8-02a95078,2026-07-23T14:43:47Z,1784817827.2299397,2026-07-23T14:43:47Z,1784818020.0532582,2026-07-23T14:47:00Z,concurrency,8,Qwen/Qwen3.6-27B-FP8,fp8,paged_attention+prefix_caching,greedy,8.0,200.0,200.0,off,202.43,200.91,off,236.65,197.54,334.26,474.67,54.31,54.37,54.88,55.17,18.41,136.31,54.31,11095.74,11088.78,12554.14,13610.74,0.68,22.5469375,21.141,34.2834,13.168,39.098,4.745104895104614,8.581818181813688,7.633105155749199,8.059982299804688,100.0,100.0,38.646484375,38.646484375,14.095921349807362,21.761658031088082,0.1365461600019143,0.26106358345342223,experiment-cli/results/genai-perf/concurrency-8-02a95078/concurrency8/Qwen_Qwen3.6-27B-FP8-openai-completions-concurrency8/profile_export_genai_perf.csv,experiment-cli/results/genai-perf/concurrency-8-02a95078/manifest.json,experiment-cli/results/agent_harness/concurrency-8-02a95078/summary.json,experiment-cli/results/agent_harness/concurrency-8-02a95078/sessions.csv
